,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Full_Address,lat,long
228,1434893,"June 28, 2019",New Jersey,Jersey City,167 Armstrong Ave,0,4,"167 Armstrong Ave, Jersey City New Jersey",40.70279005263158,-74.08737336842105
229,1435217,"June 28, 2019",Minnesota,Saint Paul,909 Desoto St,0,5,"909 Desoto St, Saint Paul Minnesota",44.96861155102041,-93.08128487755104
231,1432930,"June 26, 2019",Ohio,Akron,900  Rowe St,1,3,"900  Rowe St, Akron Ohio",41.05362595437136,-81.50195224695278
232,1433857,"June 26, 2019",Wisconsin,Milwaukee,2800  N 34th St,0,4,"2800  N 34th St, Milwaukee Wisconsin",43.069848,-87.956103
233,1429475,"June 23, 2019",California,La Jolla,7500  Draper Ave,1,3,"7500  Draper Ave, La Jolla California",32.839766,-117.276225
234,1429810,"June 23, 2019",California,San Jose,568 Habbitts Court,5,0,"568 Habbitts Court, San Jose California",37.30102635,-121.84166990248572
235,1429047,"June 23, 2019",Indiana,South Bend,1150 E Mishawaka Ave,1,10,"1150 E Mishawaka Ave, South Bend Indiana",41.6642161,-86.220977
236,1429480,"June 23, 2019",Ohio,Columbus,1767 Genessee Ave,0,5,"1767 Genessee Ave, Columbus Ohio",40.0188615,-82.96345600000001
237,1429338,"June 23, 2019",South Carolina,Abbeville,1108 Cambridge St,3,1,"1108 Cambridge St, Abbeville South Carolina",34.186326,-82.368428
239,1429022,"June 22, 2019",Pennsylvania,Philadelphia,2400  Moore St,0,4,"2400  Moore St, Philadelphia Pennsylvania",39.930082,-75.185414
240,1428595,"June 22, 2019",Maryland,Baltimore,800  N Port St,1,4,"800  N Port St, Baltimore Maryland",39.30019005,-76.58325428130952
241,1428788,"June 21, 2019",Michigan,Saginaw,1506 N Charles St,1,3,"1506 N Charles St, Saginaw Michigan",43.42952536734694,-83.96779981632653
242,1427483,"June 21, 2019",Illinois,Chicago,6300  S King Dr,0,4,"6300  S King Dr, Chicago Illinois",41.709143,-87.6138244
244,1428229,"June 21, 2019",California,Richmond,700  14th St,0,5,"700  14th St, Richmond California",37.942231,-122.356299
245,1426537,"June 20, 2019",Pennsylvania,Allentown,343 Hamilton St,0,10,"343 Hamilton St, Allentown Pennsylvania",40.60498455,-75.46273601403823
246,1425193,"June 18, 2019",New Jersey,Newark,700  Dr Martin Luther King Jr Blvd,1,4,"700  Dr Martin Luther King Jr Blvd, Newark New Jersey",40.72910671052632,-74.18250686842106
248,1424957,"June 17, 2019",Tennessee,Memphis,2872 Coach Dr,0,5,"2872 Coach Dr, Memphis Tennessee",35.20400746494646,-89.92512708370938
249,1423697,"June 16, 2019",Pennsylvania,Philadelphia,6900  Reedbird Pl,1,5,"6900  Reedbird Pl, Philadelphia Pennsylvania",39.914285,-75.231178
251,1423435,"June 16, 2019",Iowa,Des Moines,1200  Sampson St,0,6,"1200  Sampson St, Des Moines Iowa",41.600962,-93.592815
252,1422981,"June 15, 2019",Louisiana,Shreveport,2500  Hollywood Ave,0,4,"2500  Hollywood Ave, Shreveport Louisiana",32.456562,-93.776939
253,1420933,"June 12, 2019",North Carolina,Charlotte,305 N Graham St,1,3,"305 N Graham St, Charlotte North Carolina",35.23256130612245,-80.84442993877552
254,1419305,"June 11, 2019",Colorado,Aurora,12500  E Kansas Pl,0,4,"12500  E Kansas Pl, Aurora Colorado",39.694709,-104.84240783333334
256,1418533,"June 9, 2019",Ohio,Cleveland,17218 Tarkington Ave,1,3,"17218 Tarkington Ave, Cleveland Ohio",41.43123415362592,-81.55956234942828
257,1418548,"June 9, 2019",New York,Buffalo,2081 Niagara St,0,4,"2081 Niagara St, Buffalo New York",42.9410149,-78.9053141
258,1418457,"June 9, 2019",Tennessee,Henning,265 N Main St,1,3,"265 N Main St, Henning Tennessee",35.67375047163006,-89.57296024211253
260,1417570,"June 8, 2019",Illinois,Chicago,3500  W North Ave,0,4,"3500  W North Ave, Chicago Illinois",41.9106332,-87.6677584
261,1417716,"June 7, 2019",Texas,Austin,8220 TX-71,0,5,"8220 TX-71, Austin Texas",30.2192219,-97.7569018
262,1416374,"June 6, 2019",Illinois,Chicago,2500  N Lake Shore Dr,1,3,"2500  N Lake Shore Dr, Chicago Illinois",41.902162,-87.6243207
263,1415399,"June 5, 2019",California,Santa Rosa,828 W 9th Street,0,4,"828 W 9th Street, Santa Rosa California",38.4413913,-122.735294
264,1412419,"June 1, 2019",South Carolina,Allendale,473 Main St S,0,5,"473 Main St S, Allendale South Carolina",33.037093,-81.228465
265,1411598,"June 1, 2019",Illinois,Chicago,300  East Chicago Ave,0,4,"300  East Chicago Ave, Chicago Illinois",41.8963583,-87.61971008254562
266,1411408,"June 1, 2019",Virginia,Portsmouth,1100  Mt Vernon Ave,1,3,"1100  Mt Vernon Ave, Portsmouth Virginia",36.8363664,-76.3359843
267,1412243,"June 1, 2019",Illinois,Chicago,5600  West Madison St,0,4,"5600  West Madison St, Chicago Illinois",41.8805897,-87.76571860764109
268,1411963,"June 1, 2019",Georgia,Atlanta,12 Broad Street,0,5,"12 Broad Street, Atlanta Georgia",33.7546729,-84.3914043
270,1410442,"May 31, 2019",Virginia,Virginia Beach,2405 Courthouse Drive,13,4,"2405 Courthouse Drive, Virginia Beach Virginia",36.7509517,-76.05747685
271,1411661,"May 31, 2019",California,West Covina,306 N Hollow Ave,1,3,"306 N Hollow Ave, West Covina California",34.07518857142857,-117.93646820408162
272,1410329,"May 30, 2019",Illinois,Robbins,14000  Grace Ave,0,5,"14000  Grace Ave, Robbins Illinois",41.638272,-87.706032
273,1408289,"May 29, 2019",Texas,Cleveland,26311 TX-321,3,2,"26311 TX-321, Cleveland Texas",30.3428716,-95.089437
274,1409255,"May 29, 2019",Louisiana,Reserve,300  Homewood Place,1,3,"300  Homewood Place, Reserve Louisiana",29.901432,-90.132499
275,1407941,"May 27, 2019",Missouri,Saint Louis,5900  Goodfellow Blvd,2,2,"5900  Goodfellow Blvd, Saint Louis Missouri",38.713505,-90.254577
276,1406330,"May 27, 2019",District of Columbia,Washington,1200  Sumner Rd SE,0,5,"1200  Sumner Rd SE, Washington District of Columbia",38.8610111,-76.9973132
278,1405445,"May 26, 2019",District of Columbia,Washington,3509 Wheeler Rd SE,1,3,"3509 Wheeler Rd SE, Washington District of Columbia",38.8391879,-76.9939661
280,1406070,"May 26, 2019",California,Stockton,600  E Oak St,1,3,"600  E Oak St, Stockton California",37.959742,-121.284725
281,1404417,"May 25, 2019",New Jersey,Trenton,225 Brunswick Ave,0,9,"225 Brunswick Ave, Trenton New Jersey",40.228188,-74.7613154
282,1404580,"May 25, 2019",Michigan,Detroit,3400  Devonshire,3,2,"3400  Devonshire, Detroit Michigan",42.390306,-82.934373
284,1405317,"May 25, 2019",Maryland,Baltimore,500  N Belnord Ave,0,4,"500  N Belnord Ave, Baltimore Maryland",39.2971774,-76.5788139657672
286,1400095,"May 20, 2019",Oklahoma,Tulsa,8118 E 16th St,2,2,"8118 E 16th St, Tulsa Oklahoma",36.13882750251256,-95.88627592964824
287,1400146,"May 20, 2019",Louisiana,Alexandria,1900  Bacon Street,1,4,"1900  Bacon Street, Alexandria Louisiana",31.286469,-92.455848
288,1400561,"May 20, 2019",Ohio,Columbus,2424 Sullivant Ave,0,4,"2424 Sullivant Ave, Columbus Ohio",39.945496,-83.06337676923077
289,1399820,"May 19, 2019",Oregon,Portland,226 SE Madison St,0,5,"226 SE Madison St, Portland Oregon",45.51285467346938,-122.66342134693878
291,1398553,"May 18, 2019",Alabama,Atmore,100 Martin Luther King Avenue,1,8,"100 Martin Luther King Avenue, Atmore Alabama",31.030228,-87.479607
292,1398538,"May 18, 2019",Indiana,Muncie,2410 W. Euclid Ave,1,6,"2410 W. Euclid Ave, Muncie Indiana",40.207164310860506,-85.41425244545269
293,1398593,"May 18, 2019",California,Long Beach,1616 West Pacific Coast Highway,1,4,"1616 West Pacific Coast Highway, Long Beach California",33.7573294,-118.1095781
294,1398584,"May 18, 2019",Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2,"70 Kirkwood Ct SW, Cedar Rapids Iowa",41.921432,-91.65560066666666
295,1400934,"May 18, 2019",Nebraska,Omaha,2825 Y St,0,4,"2825 Y St, Omaha Nebraska",41.19736645,-95.95533831834864
296,1399346,"May 18, 2019",North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4,"4252 Cody Drive, Winston Salem (Winston-salem) North Carolina",36.15021566666667,-80.25097179166667
297,1398876,"May 17, 2019",California,Sacramento,7326 Stockton Blvd,1,3,"7326 Stockton Blvd, Sacramento California",38.4752525,-121.4194754
298,1397521,"May 16, 2019",Ohio,Cleveland,9500 Cardwell Ave,0,4,"9500 Cardwell Ave, Cleveland Ohio",41.43490942068966,-81.61731299310345
299,1396491,"May 15, 2019",Louisiana,Saint Rose,100  St. Rose Ave,0,4,"100  St. Rose Ave, Saint Rose Louisiana",29.947063,-90.317306
300,1395560,"May 14, 2019",California,Los Angeles,1248 W 47th St,0,4,"1248 W 47th St, Los Angeles California",34.000551959183674,-118.29718353061224
302,1394330,"May 13, 2019",Missouri,Saint Louis,4047 Shreve Ave,4,1,"4047 Shreve Ave, Saint Louis Missouri",38.67709588534537,-90.24347266300552
304,1391971,"May 10, 2019",Pennsylvania,Philadelphia,1900  N Croskey St,0,5,"1900  N Croskey St, Philadelphia Pennsylvania",39.983625,-75.171131
305,1392313,"May 10, 2019",Missouri,Saint Louis,4000  Ashland Ave,0,6,"4000  Ashland Ave, Saint Louis Missouri",38.662636,-90.226736
308,1386962,"May 5, 2019",New Jersey,North Bergen,2033 45th Street,1,4,"2033 45th Street, North Bergen New Jersey",40.784431265306125,-74.03441848979593
311,1386929,"May 4, 2019",Indiana,Indianapolis,101 W Maryland St,0,4,"101 W Maryland St, Indianapolis Indiana",39.765601,-86.160105
312,1387245,"May 4, 2019",California,Stockton,5105 Holiday Dr,1,4,"5105 Holiday Dr, Stockton California",38.00176548484848,-121.29773948484848
314,1386481,"May 3, 2019",Texas,Dallas,5400 Cedar Springs Rd,1,3,"5400 Cedar Springs Rd, Dallas Texas",32.7964853,-96.805436
315,1386085,"May 3, 2019",Maryland,Baltimore,1900  Ramsay St,0,5,"1900  Ramsay St, Baltimore Maryland",39.2833062,-76.64718180980961
316,1385642,"May 3, 2019",Maryland,Baltimore,2500  E Biddle St,0,4,"2500  E Biddle St, Baltimore Maryland",39.30492815,-76.58252792422567
317,1384553,"May 1, 2019",Massachusetts,Boston,32 Windermere Rd,1,3,"32 Windermere Rd, Boston Massachusetts",42.31442178249974,-71.06232870353652
319,1381857,"April 28, 2019",Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7,"1407 Dr DB Todd Jr Blvd, Nashville Tennessee",36.17199037368962,-86.80777886520225
320,1382099,"April 28, 2019",Alabama,Birmingham,514 19th St Ensley,0,4,"514 19th St Ensley, Birmingham Alabama",33.51308807692308,-86.89666526923078
321,1381979,"April 28, 2019",Maryland,Baltimore,2544 Edmondson Ave,1,7,"2544 Edmondson Ave, Baltimore Maryland",39.29490475,-76.6577294
323,1381771,"April 27, 2019",Mississippi,Jackson,700  Monterey St,1,3,"700  Monterey St, Jackson Mississippi",32.2765134,-90.2295984
324,1381273,"April 27, 2019",California,Poway,16934 Chabad Way,1,3,"16934 Chabad Way, Poway California",33.019129,-117.053245
326,1377519,"April 21, 2019",Pennsylvania,Philadelphia,1500  South 31st St,0,4,"1500  South 31st St, Philadelphia Pennsylvania",39.935137,-75.195835
327,1376873,"April 20, 2019",Tennessee,Memphis,761 Chestnut Ave,0,6,"761 Chestnut Ave, Memphis Tennessee",35.1021911557802,-90.03702962771573
328,1376883,"April 19, 2019",Kansas,Wichita,1628 S George Washington Blvd,0,4,"1628 S George Washington Blvd, Wichita Kansas",37.663970146841,-97.30050247532
329,1375235,"April 18, 2019",Kentucky,Louisville,4000  Bells Ln,0,4,"4000  Bells Ln, Louisville Kentucky",38.22314908264546,-85.82778844677718
330,1373557,"April 16, 2019",Maryland,Germantown,18700  Curry Powder Ln,1,3,"18700  Curry Powder Ln, Germantown Maryland",39.162116,-77.264593
332,1371024,"April 14, 2019",California,Vallejo,100  Princeton Ave,1,3,"100  Princeton Ave, Vallejo California",38.15069,-122.251439
333,1371065,"April 14, 2019",California,Stockton,2539 E Main St,0,4,"2539 E Main St, Stockton California",37.95489767346939,-121.25132636734692
334,1374920,"April 13, 2019",California,Moreno Valley,23500  Alessandro Blvd,0,4,"23500  Alessandro Blvd, Moreno Valley California",33.917348,-117.252284
335,1370269,"April 12, 2019",Illinois,Carbondale,119 N Washington St,0,4,"119 N Washington St, Carbondale Illinois",37.72759638775511,-89.21531165306122
336,1368597,"April 11, 2019",Maryland,Baltimore,2200  Ruskin Ave,1,3,"2200  Ruskin Ave, Baltimore Maryland",39.3151669,-76.6479371304878
338,1369148,"April 11, 2019",Arizona,Phoenix,7112 W Minnezona Ave,3,2,"7112 W Minnezona Ave, Phoenix Arizona",33.5032,-112.1053058
339,1367011,"April 9, 2019",Missouri,Kansas City,5339 Michigan Ave,1,3,"5339 Michigan Ave, Kansas City Missouri",39.02971408163265,-94.5630452244898
340,1365052,"April 7, 2019",North Carolina,Winston Salem (Winston-salem),515 N Cherry St,0,7,"515 N Cherry St, Winston Salem (Winston-salem) North Carolina",36.1532058,-80.2641373
341,1365077,"April 7, 2019",Indiana,Indianapolis,3600  Roosevelt Ave,2,2,"3600  Roosevelt Ave, Indianapolis Indiana",39.789843,-86.1314439
342,1365173,"April 7, 2019",Delaware,Wilmington,940 N Pine St,0,6,"940 N Pine St, Wilmington Delaware",39.74248582378655,-75.54188569878677
343,1365100,"April 7, 2019",Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4,"433 Flournoy Lucas Rd, Shreveport Louisiana",32.390921201189705,-93.7642496840795
344,1364443,"April 6, 2019",Florida,Tallahassee,500  Kissimmee St,0,4,"500  Kissimmee St, Tallahassee Florida",30.422674,-84.28979
345,1364540,"April 6, 2019",Illinois,Chicago,6300  S Seeley Ave,0,6,"6300  S Seeley Ave, Chicago Illinois",41.779177,-87.675231
346,1363737,"April 4, 2019",Florida,Panama City,100  Allen Ave,1,3,"100  Allen Ave, Panama City Florida",30.14606295,-85.6543396
348,1362364,"April 2, 2019",Mississippi,Hermanville,13195 MS 18,0,4,"13195 MS 18, Hermanville Mississippi",31.974832,-90.817924
349,1362182,"April 2, 2019",Kentucky,Covington,337 E 13th St,0,5,"337 E 13th St, Covington Kentucky",39.07729873469388,-84.5026462244898
350,1360333,"March 31, 2019",Georgia,Atlanta,3041 Landrum Dr SW,1,4,"3041 Landrum Dr SW, Atlanta Georgia",33.70872145,-84.4872344817
351,1359599,"March 31, 2019",South Carolina,North Charleston,1900  Jacksonville Rd,0,7,"1900  Jacksonville Rd, North Charleston South Carolina",32.846181,-79.963371
352,1359455,"March 31, 2019",Illinois,Chicago,500  N Hamlin Ave,1,4,"500  N Hamlin Ave, Chicago Illinois",41.890026,-87.721149
353,1357591,"March 28, 2019",Maryland,Baltimore,6200  Boston St,0,4,"6200  Boston St, Baltimore Maryland",39.278098,-76.541534
355,1353714,"March 24, 2019",California,San Francisco,1300 Fillmore St,1,5,"1300 Fillmore St, San Francisco California",37.7819302,-122.4319907998516
356,1354049,"March 24, 2019",Arizona,Phoenix,2202 W McDowell Rd,0,7,"2202 W McDowell Rd, Phoenix Arizona",33.46619405,-112.10670592054822
357,1350494,"March 19, 2019",Arizona,Phoenix,8526 N 27th Ave,2,4,"8526 N 27th Ave, Phoenix Arizona",33.5613975,-112.117213
358,1348844,"March 17, 2019",Georgia,Augusta,900  Broad St,0,4,"900  Broad St, Augusta Georgia",33.4835038,-81.9906278
361,1347974,"March 16, 2019",New Jersey,Camden,619 Ferry Ave,1,3,"619 Ferry Ave, Camden New Jersey",39.921734650000005,-75.11723325858608
362,1348291,"March 15, 2019",Alabama,Mobile,515 Dauphin Island Pkwy,2,4,"515 Dauphin Island Pkwy, Mobile Alabama",30.672699125,-88.086980625
363,1347894,"March 14, 2019",Montana,Missoula,5145 Airway Blvd,1,3,"5145 Airway Blvd, Missoula Montana",46.9212779,-114.07162631808843
364,1344488,"March 11, 2019",New Jersey,Paterson,291 12th Ave,0,4,"291 12th Ave, Paterson New Jersey",40.92052028571428,-74.15216314285715
365,1343330,"March 10, 2019",Louisiana,Shreveport,2700  San Jacinto Ave,0,4,"2700  San Jacinto Ave, Shreveport Louisiana",32.486633,-93.793027
366,1343274,"March 10, 2019",Colorado,Denver,15th St and Market St,1,4,"15th St and Market St, Denver Colorado",39.74340455,-104.99364640604428
367,1338860,"March 3, 2019",California,Oakland,316 14th St,0,4,"316 14th St, Oakland California",37.8032918,-122.26794521119812
368,1338765,"March 3, 2019",Illinois,Chicago,2900  E 79th St,0,6,"2900  E 79th St, Chicago Illinois",41.75221155,-87.55384788111007
369,1338790,"March 2, 2019",Arkansas,Pine Bluff,723 East 25th Ave,1,4,"723 East 25th Ave, Pine Bluff Arkansas",34.204705476510064,-91.99490406711408
370,1337498,"February 28, 2019",California,Oakland,9755 Edes Ave,1,3,"9755 Edes Ave, Oakland California",37.7363465,-122.18419511122462
371,1333480,"February 22, 2019",Alabama,Birmingham,1100  Carnation Dr,2,2,"1100  Carnation Dr, Birmingham Alabama",33.610463,-86.69705
372,1331974,"February 21, 2019",Maryland,Baltimore,500  Bloom St,1,4,"500  Bloom St, Baltimore Maryland",39.308274,-76.63653
373,1332507,"February 21, 2019",Kentucky,Elizabethtown,600 N Miles St,2,2,"600 N Miles St, Elizabethtown Kentucky",37.702497,-85.857174
374,1332429,"February 21, 2019",Texas,Houston,12800  Eastbrook Dr,2,2,"12800  Eastbrook Dr, Houston Texas",29.7921,-95.211611
375,1332181,"February 20, 2019",Tennessee,Covington,529 N College St,0,4,"529 N College St, Covington Tennessee",35.57053263802318,-89.64834806637732
376,1329144,"February 17, 2019",Texas,Henderson,504 S Van Buren St,2,2,"504 S Van Buren St, Henderson Texas",32.14775867591488,-94.80123919324824
377,1328792,"February 17, 2019",Indiana,Evansville,664 E Illinois St,0,5,"664 E Illinois St, Evansville Indiana",37.97915273659588,-87.55511207052606
378,1329075,"February 17, 2019",Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5,"Tulane Ave and Elk Pl, New Orleans Louisiana",29.9547806,-90.0747492
379,1328562,"February 16, 2019",Mississippi,Clinton,1214 Foxhill Dr,5,0,"1214 Foxhill Dr, Clinton Mississippi",32.35158449983749,-90.32070767375632
380,1327321,"February 15, 2019",Illinois,Aurora,641 Archer Ave,6,6,"641 Archer Ave, Aurora Illinois",41.75467578885646,-88.33155768609075
382,1323448,"February 9, 2019",Virginia,Petersburg,109 Perry St,0,4,"109 Perry St, Petersburg Virginia",37.2249136,-77.4075702
383,1321021,"February 6, 2019",New York,Brooklyn,1778 Fulton St,1,3,"1778 Fulton St, Brooklyn New York",40.6790201,-73.92839927208658
384,1321093,"February 5, 2019",Texas,San Antonio,538 Hot Wells Blvd,2,2,"538 Hot Wells Blvd, San Antonio Texas",29.368589743589745,-98.45872261538462
385,1319333,"February 4, 2019",District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,"2341 Pennsylvania Ave SE, Washington District of Columbia",38.873655,-76.97176536726741
386,1319325,"February 4, 2019",Louisiana,Baton Rouge,4000  Topeka St,0,4,"4000  Topeka St, Baton Rouge Louisiana",30.485756,-91.161039
387,1318391,"February 3, 2019",Illinois,Chicago,938 E 75th St,2,5,"938 E 75th St, Chicago Illinois",41.7588587,-87.60135651427973
389,1318187,"February 1, 2019",California,San Diego,6800  Springfield St,0,4,"6800  Springfield St, San Diego California",32.728102574201074,-117.05255378116574
390,1314289,"January 28, 2019",Texas,Houston,7815 Harding St,2,5,"7815 Harding St, Houston Texas",29.709265666666663,-95.28200703030303
391,1314253,"January 27, 2019",Alabama,Birmingham,Avenue O and Warrior Rd,0,5,"Avenue O and Warrior Rd, Birmingham Alabama",33.493207,-86.887492
393,1312284,"January 26, 2019",Louisiana,Gonzales,42350 Church Point Rd,5,0,"42350 Church Point Rd, Gonzales Louisiana",30.240077,-90.9117197
394,1312463,"January 26, 2019",Indiana,Indianapolis,2957 N Sherman Dr,0,5,"2957 N Sherman Dr, Indianapolis Indiana",39.809869181818186,-86.10245087878788
395,1313291,"January 26, 2019",New Jersey,Newark,612 Bergen St,1,3,"612 Bergen St, Newark New Jersey",40.723154,-74.199366
396,1310775,"January 24, 2019",Pennsylvania,State College,1450 S Atherton St,4,1,"1450 S Atherton St, State College Pennsylvania",40.7841103,-77.83927003044751
397,1310397,"January 24, 2019",Georgia,Rockmart,319 Williamson St,4,1,"319 Williamson St, Rockmart Georgia",33.9989894,-85.0592112
398,1309114,"January 23, 2019",Florida,Sebring,1901 US 27 S,5,0,"1901 US 27 S, Sebring Florida",27.4744766,-81.4705353
399,1306920,"January 20, 2019",Florida,Miami,26133 SW 139th Ave,0,4,"26133 SW 139th Ave, Miami Florida",25.52410962,-80.41663603
400,1305563,"January 19, 2019",Pennsylvania,Lebanon,1140 Church St,0,4,"1140 Church St, Lebanon Pennsylvania",40.34363326470588,-76.43149617647059
401,1305679,"January 19, 2019",South Carolina,Gaffney,1435 Wilcox Ave,1,4,"1435 Wilcox Ave, Gaffney South Carolina",35.0999315,-81.6485701
402,1305516,"January 19, 2019",Illinois,Chicago,4400  W Madison St,0,4,"4400  W Madison St, Chicago Illinois",41.8810143,-87.73579477526249
403,1305538,"January 19, 2019",Florida,Jacksonville,11445 Brian Lakes Drive,3,2,"11445 Brian Lakes Drive, Jacksonville Florida",30.26923336912752,-81.85716811409395
404,1305294,"January 19, 2019",Texas,Houston,7041 Sherman St,3,2,"7041 Sherman St, Houston Texas",29.73744773469388,-95.3004930612245
405,1303486,"January 17, 2019",Kentucky,Owensboro,940 Audubon Ave,3,1,"940 Audubon Ave, Owensboro Kentucky",37.76559798564758,-87.12733799076985
408,1301778,"January 15, 2019",Arkansas,Little Rock,5420 Baseline Rd,1,4,"5420 Baseline Rd, Little Rock Arkansas",34.668979,-92.338487
409,1299680,"January 13, 2019",Arizona,Phoenix,2445 E Van Buren St,1,5,"2445 E Van Buren St, Phoenix Arizona",33.45126563636364,-112.0286641818182
410,1295294,"January 6, 2019",New Mexico,Roswell,1300  W College Blvd,0,4,"1300  W College Blvd, Roswell New Mexico",33.40857048965517,-104.54021768965517
412,1293054,"January 4, 2019",California,Torrance,22501 Hawthorne Blvd,3,4,"22501 Hawthorne Blvd, Torrance California",33.8240713,-118.35243636862069
414,1291779,"January 2, 2019",Arkansas,Jonesboro,3516 Galaxy St,1,3,"3516 Galaxy St, Jonesboro Arkansas",35.822098204081634,-90.65854204081631
416,1289618,"January 1, 2019",Florida,Tallahassee,2020 W Pensacola St,0,5,"2020 W Pensacola St, Tallahassee Florida",30.4420076,-84.3209528
417,1891461,"December 31, 2020",Indiana,Indianapolis,8215 Center Run Road,1,3,"8215 Center Run Road, Indianapolis Indiana",39.9114061,-86.0579872
418,1890946,"December 31, 2020",Oregon,Happy Valley,9200  SE Idleman Rd,0,4,"9200  SE Idleman Rd, Happy Valley Oregon",45.4468814,-122.5455682
419,1886974,"December 26, 2020",Illinois,Rockford,4007 E State St,3,3,"4007 E State St, Rockford Illinois",42.26478065,-89.03591104308833
425,1886141,"December 24, 2020",Florida,Lakeland,1500  Amos Ave,1,4,"1500  Amos Ave, Lakeland Florida",28.064394,-81.96728
427,1882214,"December 20, 2020",Connecticut,Bridgeport,456 Connecticut Ave,2,2,"456 Connecticut Ave, Bridgeport Connecticut",41.1790316,-73.1685631
428,1881213,"December 19, 2020",Illinois,Chicago,8936 S Cottage Grove Ave,0,6,"8936 S Cottage Grove Ave, Chicago Illinois",41.73187625,-87.6051181851272
430,1877043,"December 12, 2020",California,San Bernardino,900  N Sierra Way,1,3,"900  N Sierra Way, San Bernardino California",34.115939,-117.285271
431,1876231,"December 12, 2020",New York,Copiague,2336 Great Neck Rd,2,2,"2336 Great Neck Rd, Copiague New York",40.68517279591837,-73.4013027755102
432,1876039,"December 12, 2020",New York,Brooklyn,574 Warren St,0,4,"574 Warren St, Brooklyn New York",40.6815732,-73.9822647
434,1877628,"December 10, 2020",Georgia,Tifton,700  17 1/2 St,0,4,"700  17 1/2 St, Tifton Georgia",31.442481,-83.523826
435,1877122,"December 10, 2020",Mississippi,Jackson,1805 Hospital Dr,0,5,"1805 Hospital Dr, Jackson Mississippi",32.28600085856195,-90.25381152770268
437,1873798,"December 8, 2020",Louisiana,Lacombe,28399 Palmer Dr,2,3,"28399 Palmer Dr, Lacombe Louisiana",30.297749,-89.936108
438,1870827,"December 6, 2020",Texas,Venus,6100 N FM 157,0,6,"6100 N FM 157, Venus Texas",32.457022,-97.118458
439,1871627,"December 5, 2020",California,Hayward,25000  Eldridge Ave,1,3,"25000  Eldridge Ave, Hayward California",37.6400767,-122.0896277
441,1869748,"December 4, 2020",Illinois,Chicago,4400  W Adams St,0,4,"4400  W Adams St, Chicago Illinois",41.87835895,-87.73628820535262
443,1866100,"November 30, 2020",Alaska,Palmer,335 N Valley Way,4,0,"335 N Valley Way, Palmer Alaska",61.60936946472229,-149.1085195271135
444,1864683,"November 29, 2020",Mississippi,Grenada,Highway 8 East,0,11,"Highway 8 East, Grenada Mississippi",33.7810718,-89.763332
445,1865110,"November 29, 2020",Tennessee,Memphis,3492 W Metropolitan Cir,2,3,"3492 W Metropolitan Cir, Memphis Tennessee",35.05331714141414,-89.94050187878788
446,1863726,"November 28, 2020",South Carolina,Aiken,1695 Richland Ave E,1,10,"1695 Richland Ave E, Aiken South Carolina",33.55508294779116,-81.70199562048192
448,1864177,"November 28, 2020",Louisiana,New Orleans,7001 Lawrence Rd,0,4,"7001 Lawrence Rd, New Orleans Louisiana",30.02929202020202,-89.99792624242424
449,1862947,"November 27, 2020",Georgia,Macon,425 Cherry St,1,5,"425 Cherry St, Macon Georgia",32.8350135,-83.6262445
450,1863099,"November 27, 2020",Ohio,Toledo,3257 Stickney Ave,0,6,"3257 Stickney Ave, Toledo Ohio",41.6827107,-83.52712725
453,1858455,"November 22, 2020",Illinois,Chicago,700  E 101st St,1,3,"700  E 101st St, Chicago Illinois",41.71107365,-87.60532948997053
454,1859390,"November 22, 2020",New York,Brooklyn,15 Albany Ave,1,6,"15 Albany Ave, Brooklyn New York",40.6802905,-73.93807015832444
455,1859186,"November 22, 2020",Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,"9232 Chef Menteur Hwy, New Orleans Louisiana",30.0157379,-89.97793159874563
458,1858965,"November 21, 2020",Nebraska,Bellevue,1307 Cornhusker Rd,2,2,"1307 Cornhusker Rd, Bellevue Nebraska",41.15822676463454,-95.932753293723
459,1857040,"November 20, 2020",Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,"2500 N Mayfair Rd, Milwaukee (Wauwatosa) Wisconsin",43.0351663,-88.0469057
460,1856417,"November 19, 2020",Florida,Haines City,422 N 15th St,1,3,"422 N 15th St, Haines City Florida",28.113707154098723,-81.61965974793983
461,1855276,"November 18, 2020",Texas,Houston,11614 Manor Park Dr,3,2,"11614 Manor Park Dr, Houston Texas",29.74820632249355,-95.58289164637128
462,1856338,"November 18, 2020",South Carolina,Florence,500  Gaillard St,0,4,"500  Gaillard St, Florence South Carolina",34.190412,-79.757099
463,1854207,"November 17, 2020",Tennessee,Jackson,Honey Bear Cove,0,4,"Honey Bear Cove, Jackson Tennessee",35.6542059,-88.8659825
464,1854149,"November 16, 2020",Florida,Miami,200  S Biscayne River Dr,0,4,"200  S Biscayne River Dr, Miami Florida",25.913662700000003,-80.20393278844838
