,index,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
1151,806,2119583,19-Sep-21,New York,Rochester,300  Driving Park Ave,2,2,"300  Driving Park Ave, Rochester New York",43.18102104,-77.63797332
1152,807,2119101,18-Sep-21,Illinois,Danville,3164 E Main St,2,2,"3164 E Main St, Danville Illinois",40.13229893,-87.57697865
1153,808,2119478,18-Sep-21,Louisiana,Opelousas,500  Sapphire St,0,5,"500  Sapphire St, Opelousas Louisiana",30.539282,-92.094044
1154,809,2118451,17-Sep-21,Georgia,Augusta,519 Broad St,0,4,"519 Broad St, Augusta Georgia",33.47335766,-81.95944384
1155,810,2116343,14-Sep-21,Maryland,Baltimore,1700  N Milton Ave,0,4,"1700  N Milton Ave, Baltimore Maryland",39.3101607,-76.58321039
1156,811,2116205,14-Sep-21,Ohio,Cleveland,2747 Cedar Ave,0,6,"2747 Cedar Ave, Cleveland Ohio",41.49878395,-81.66905234
1157,812,2115522,13-Sep-21,Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5,"3073 N Sherman Blvd, Milwaukee Wisconsin",43.07465459,-87.96748584
1158,813,2114626,12-Sep-21,Texas,Temple,900  S 24th St,0,4,"900  S 24th St, Temple Texas",31.083263,-97.330984
1159,814,2114481,12-Sep-21,Michigan,Detroit,2700  Halleck St,2,4,"2700  Halleck St, Detroit Michigan",42.407714,-83.06699
1160,815,2113841,11-Sep-21,Illinois,Chicago,300  E Kensington Ave,1,5,"300  E Kensington Ave, Chicago Illinois",41.68405,-87.61661
1161,816,2114510,11-Sep-21,Alabama,Dothan,2000 Reeves St,0,5,"2000 Reeves St, Dothan Alabama",31.25109978,-85.38973487
1162,817,2113623,11-Sep-21,Illinois,Chicago,900  E 79th St,1,3,"900  E 79th St, Chicago Illinois",41.751405,-87.601986
1163,818,2114583,11-Sep-21,New York,Utica,700  Noyes St,0,4,"700  Noyes St, Utica New York",43.096175,-75.24702
1164,819,2112450,10-Sep-21,Florida,Orlando,5526 S Orange Blossom Trl,0,4,"5526 S Orange Blossom Trl, Orlando Florida",28.534486,-81.397238
1165,820,2111858,9-Sep-21,Illinois,East Saint Louis,510 Martin Luther King Dr,0,7,"510 Martin Luther King Dr, East Saint Louis Illinois",38.6278473,-90.1548355
1166,821,2112252,9-Sep-21,Alabama,Montgomery,1800  Cotton Court,1,3,"1800  Cotton Court, Montgomery Alabama",32.405553,-86.284456
1167,822,2111895,8-Sep-21,Missouri,Saint Louis,4000  St Ferdinand Ave,0,4,"4000  St Ferdinand Ave, Saint Louis Missouri",38.655446,-90.231833
1168,823,2110077,7-Sep-21,Kansas,Wichita,351 N Mosley St,1,5,"351 N Mosley St, Wichita Kansas",37.69076086,-97.32765547
1169,824,2109075,6-Sep-21,Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5,"868 Joseph E Boone Blvd NW, Atlanta Georgia",33.7635543,-84.4344881
1170,825,2108892,5-Sep-21,Missouri,Independence,116 W Lexington Ave,0,4,"116 W Lexington Ave, Independence Missouri",39.09222722,-94.416038
1171,826,2108560,5-Sep-21,New York,Bronx,4848 White Plains Rd,0,4,"4848 White Plains Rd, Bronx New York",40.906462,-73.8486916
1172,827,2108414,5-Sep-21,Texas,Houston,7518 Imogene St,4,0,"7518 Imogene St, Houston Texas",29.68350138,-95.51864594
1173,828,2109384,5-Sep-21,Ohio,Cincinnati,6308 Corbly Rd,0,4,"6308 Corbly Rd, Cincinnati Ohio",39.09417,-84.38322857
1174,829,2107828,4-Sep-21,Louisiana,Monroe,1600  Winnsboro Rd,1,3,"1600  Winnsboro Rd, Monroe Louisiana",32.484304,-92.085926
1175,830,2107916,4-Sep-21,Alabama,Birmingham,9164 Parkway E,2,2,"9164 Parkway E, Birmingham Alabama",33.58648514,-86.70146286
1176,831,2107930,4-Sep-21,District of Columbia,Washington,700  Longfellow St NW,3,3,"700  Longfellow St NW, Washington District of Columbia",38.95725255,-77.02254067
1177,832,2107875,4-Sep-21,Pennsylvania,Pittsburgh,7300  Hamilton Ave,0,4,"7300  Hamilton Ave, Pittsburgh Pennsylvania",40.454092,-79.895548
1178,833,2107476,4-Sep-21,Illinois,Chicago,1400  S Tripp Ave,0,5,"1400  S Tripp Ave, Chicago Illinois",41.862307,-87.73128
1179,834,2107621,3-Sep-21,Texas,Austin,9345 US-290,1,3,"9345 US-290, Austin Texas",30.328789,-97.64201996
1180,835,2107467,3-Sep-21,Louisiana,New Iberia,927 S Lewis St,1,3,"927 S Lewis St, New Iberia Louisiana",29.99100273,-91.81332103
1181,836,2107198,2-Sep-21,New York,Niagara Falls,336 19th St,0,4,"336 19th St, Niagara Falls New York",43.087948,-79.03917075
1182,837,2104181,30-Aug-21,Illinois,Normal,2000  Lambert Dr,3,3,"2000  Lambert Dr, Normal Illinois",40.545333,-88.984227
1183,838,2103256,29-Aug-21,Tennessee,Nashville,2621 Jefferson St,0,5,"2621 Jefferson St, Nashville Tennessee",36.1679876,-86.81734463
1184,839,2102991,29-Aug-21,Nevada,Las Vegas,1700  S Rainbow Blvd,1,3,"1700  S Rainbow Blvd, Las Vegas Nevada",36.1737737,-115.2442846
1185,840,2103035,28-Aug-21,California,San Diego,3100  Mission Blvd,0,4,"3100  Mission Blvd, San Diego California",32.7979758,-117.2559199
1186,841,2102694,28-Aug-21,Illinois,Chicago,2800  W 12th Pl,0,4,"2800  W 12th Pl, Chicago Illinois",41.865748,-87.69601
1187,842,2101774,27-Aug-21,West Virginia,Huntington,300  Oney Ave,2,2,"300  Oney Ave, Huntington West Virginia",38.411009,-82.40544
1188,843,2101199,27-Aug-21,California,Los Angeles,8400  Fountain Ave,0,4,"8400  Fountain Ave, Los Angeles California",34.0943344,-118.3447743
1189,844,2100578,26-Aug-21,Minnesota,Minneapolis,3006 Lyndale Ave,0,7,"3006 Lyndale Ave, Minneapolis Minnesota",44.947932,-93.2883654
1190,845,2097075,22-Aug-21,Illinois,Chicago,3400  W Lake St,1,4,"3400  W Lake St, Chicago Illinois",41.884728,-87.711275
1191,846,2098321,22-Aug-21,Oregon,Portland,322 NW Everett St,0,5,"322 NW Everett St, Portland Oregon",45.5251305,-122.674072
1192,847,2097481,22-Aug-21,Illinois,Carbondale,501 W Cherry St,1,3,"501 W Cherry St, Carbondale Illinois",37.72301,-89.220948
1193,848,2097494,22-Aug-21,Colorado,Denver,19th St and Blake St,1,5,"19th St and Blake St, Denver Colorado",39.753144,-104.995433
1194,849,2097271,22-Aug-21,Michigan,Grand Rapids,1500  Linden Ave SE,1,3,"1500  Linden Ave SE, Grand Rapids Michigan",42.935314,-85.651134
1195,850,2096687,21-Aug-21,Illinois,Chicago,3500  W Walnut St,0,4,"3500  W Walnut St, Chicago Illinois",41.8855767,-87.7137146
1196,851,2097063,21-Aug-21,Illinois,Chicago,1600  E 87th Pl,1,5,"1600  E 87th Pl, Chicago Illinois",41.736103,-87.584187
1197,852,2095800,20-Aug-21,Michigan,Flint,2905 Saginaw St,1,3,"2905 Saginaw St, Flint Michigan",43.0424629,-83.6943251
1198,853,2095116,19-Aug-21,Illinois,Chicago,300  E 47th St,0,4,"300  E 47th St, Chicago Illinois",41.809421,-87.61943
1199,854,2095087,19-Aug-21,Pennsylvania,Philadelphia,5100  Germantown Ave,1,4,"5100  Germantown Ave, Philadelphia Pennsylvania",40.0534865,-75.1862483
1200,855,2095394,19-Aug-21,Maryland,Edgewood,1700  Crimson Tree Way,1,3,"1700  Crimson Tree Way, Edgewood Maryland",39.430747,-76.319613
1201,856,2094421,18-Aug-21,Maryland,Germantown,19575 Scenery Dr,1,3,"19575 Scenery Dr, Germantown Maryland",39.17656736,-77.23573156
1202,857,2094071,18-Aug-21,Ohio,Youngstown,619 Samuel Ave,2,4,"619 Samuel Ave, Youngstown Ohio",41.07985958,-80.64428352
1203,858,2093581,17-Aug-21,New York,Brooklyn,422 Mother Gaston Blvd,0,5,"422 Mother Gaston Blvd, Brooklyn New York",40.66873957,-73.90672452
1204,859,2092469,16-Aug-21,New York,Brooklyn,927 DeKalb Ave,0,8,"927 DeKalb Ave, Brooklyn New York",40.6932185,-73.93858759
1205,860,2092227,16-Aug-21,Michigan,Detroit,4421 Central Ave,1,3,"4421 Central Ave, Detroit Michigan",42.34178624,-82.97379665
1206,861,2091597,15-Aug-21,Texas,San Antonio,1621 S New Braunfels Ave,3,2,"1621 S New Braunfels Ave, San Antonio Texas",29.4035832,-98.461333
1207,862,2091489,15-Aug-21,Illinois,Chicago,1300  E 75th St,0,4,"1300  E 75th St, Chicago Illinois",41.75890055,-87.5930517
1208,863,2090971,14-Aug-21,Ohio,Akron,271 Maiden Ln,0,5,"271 Maiden Ln, Akron Ohio",41.07819196,-81.52004267
1209,864,2090924,14-Aug-21,New Jersey,Trenton,875 New Willow St,0,4,"875 New Willow St, Trenton New Jersey",40.23363177,-74.76103392
1210,865,2092110,14-Aug-21,Texas,Wichita Falls,2406 Sheppard Access Rd,0,4,"2406 Sheppard Access Rd, Wichita Falls Texas",33.94316902,-98.51298133
1211,866,2089972,13-Aug-21,Nevada,Las Vegas,3100  E Sunset Rd,1,6,"3100  E Sunset Rd, Las Vegas Nevada",36.0711992,-115.1718007
1212,867,2088659,11-Aug-21,Pennsylvania,Philadelphia,5500 Rising Sun Ave,1,4,"5500 Rising Sun Ave, Philadelphia Pennsylvania",40.033185,-75.116089
1213,868,2087433,10-Aug-21,Oregon,Portland,NE Milton St,2,4,"NE Milton St, Portland Oregon",45.5488601,-122.577485
1214,869,2086236,9-Aug-21,Michigan,Flint,3201 Hammerberg Rd,2,4,"3201 Hammerberg Rd, Flint Michigan",42.980992,-83.703676
1215,870,2086148,9-Aug-21,Massachusetts,Boston,27 Irma St,1,5,"27 Irma St, Boston Massachusetts",42.28719671,-71.08759356
1216,871,2085396,8-Aug-21,New York,Brooklyn,101 Wortman Ave,3,2,"101 Wortman Ave, Brooklyn New York",40.655264,-73.889075
1217,872,2085401,8-Aug-21,Illinois,Chicago,8300  S Halsted St,1,4,"8300  S Halsted St, Chicago Illinois",41.7432263,-87.64419414
1218,873,2085438,8-Aug-21,District of Columbia,Washington,3600  New York Ave NE,0,4,"3600  New York Ave NE, Washington District of Columbia",38.91699315,-76.95503095
1219,874,2085388,8-Aug-21,Illinois,Chicago,1800  W 87th St,1,6,"1800  W 87th St, Chicago Illinois",41.73599025,-87.66839105
1220,875,2085542,8-Aug-21,Louisiana,New Orleans,700  Bourbon St,0,5,"700  Bourbon St, New Orleans Louisiana",29.9586069,-90.0654573
1221,876,2085256,7-Aug-21,Alabama,Montgomery,200  John Morris Ave,0,4,"200  John Morris Ave, Montgomery Alabama",32.32426999,-86.30287468
1222,877,2085071,7-Aug-21,Illinois,Chicago,211 S Maplewood Ave,0,4,"211 S Maplewood Ave, Chicago Illinois",41.877969,-87.68973673
1223,878,2084884,7-Aug-21,Virginia,Norfolk,700  Granby St,0,4,"700  Granby St, Norfolk Virginia",36.8850053,-76.2814404
1224,879,2084889,6-Aug-21,Tennessee,Nashville,1000  43rd Ave North,0,4,"1000  43rd Ave North, Nashville Tennessee",36.161281,-86.838934
1225,880,2082957,4-Aug-21,Pennsylvania,Philadelphia,3653 Germantown Ave,0,4,"3653 Germantown Ave, Philadelphia Pennsylvania",40.00856777,-75.15050564
1226,881,2081884,3-Aug-21,Illinois,Urbana,1204 W Church St,1,3,"1204 W Church St, Urbana Illinois",40.11846488,-88.22425847
1227,882,2081131,2-Aug-21,South Carolina,Greenwood,101 Heddy Rd,3,1,"101 Heddy Rd, Greenwood South Carolina",34.091028,-82.101248
1228,883,2080733,2-Aug-21,South Carolina,Columbia,6908 Two Notch Rd,0,9,"6908 Two Notch Rd, Columbia South Carolina",34.0393736,-81.0006244
1229,884,2079920,1-Aug-21,Louisiana,New Orleans,1600  Iberville St,1,3,"1600  Iberville St, New Orleans Louisiana",29.959396,-90.076211
1230,885,2080390,1-Aug-21,Texas,Nacogdoches,1400  Dolph St,1,3,"1400  Dolph St, Nacogdoches Texas",31.6110925,-94.6679723
1231,886,2080536,1-Aug-21,Rhode Island,Providence,77 Reservoir Ave,0,5,"77 Reservoir Ave, Providence Rhode Island",41.79438905,-71.42705004
1232,887,2079913,1-Aug-21,Louisiana,New Orleans,Bourbon St and Orleans Ave,0,5,"Bourbon St and Orleans Ave, New Orleans Louisiana",29.9626394,-90.0620412
1233,888,2079044,31-Jul-21,Ohio,Columbus,1662 W Mound St,1,5,"1662 W Mound St, Columbus Ohio",39.944113,-83.042211
1234,889,2078897,31-Jul-21,Illinois,Chicago,1600  E Hayes Dr,1,3,"1600  E Hayes Dr, Chicago Illinois",41.7805978,-87.5864569
1235,890,2079271,31-Jul-21,Indiana,Indianapolis,1134 W 30th St,0,5,"1134 W 30th St, Indianapolis Indiana",39.81014448,-86.18174384
1236,891,2079516,31-Jul-21,New York,Corona (Queens),97-07 37th Ave,0,10,"97-07 37th Ave, Corona (Queens) New York",40.7520729,-73.86964251
1237,892,2081480,31-Jul-21,Ohio,Cleveland,3100  W 25th St,0,5,"3100  W 25th St, Cleveland Ohio",41.469811,-81.699841
1238,893,2079533,31-Jul-21,Kentucky,Lexington,414 East 5th St,0,5,"414 East 5th St, Lexington Kentucky",38.04757813,-84.48322575
1239,894,2077018,28-Jul-21,District of Columbia,Washington,3400  22nd St SE,0,4,"3400  22nd St SE, Washington District of Columbia",38.847275,-76.972734
1240,895,2074353,25-Jul-21,Michigan,Detroit,16342 W McNichols Rd,0,6,"16342 W McNichols Rd, Detroit Michigan",42.4155762,-83.2177399
1241,896,2074406,25-Jul-21,California,Wasco,1718 1st St,5,1,"1718 1st St, Wasco California",35.60072309,-119.3466696
1242,897,2073472,25-Jul-21,Illinois,Chicago,4800  W Race Ave,0,5,"4800  W Race Ave, Chicago Illinois",41.890551,-87.746423
1243,898,2073597,25-Jul-21,Washington,Seattle,100  Occidental Ave S,2,3,"100  Occidental Ave S, Seattle Washington",47.601595,-122.332755
1244,899,2072782,24-Jul-21,Ohio,Columbus,N High St and E 4th Ave,0,4,"N High St and E 4th Ave, Columbus Ohio",39.9851721,-83.0050202
1245,900,2072962,24-Jul-21,Texas,Amarillo,1306 NE 3rd Ave,0,6,"1306 NE 3rd Ave, Amarillo Texas",35.21380625,-101.8201152
1246,901,2072342,23-Jul-21,South Carolina,Spartanburg,151 Palisade St,2,2,"151 Palisade St, Spartanburg South Carolina",34.9325555,-81.9296405
1247,902,2071982,23-Jul-21,South Carolina,Darlington,505 Oleander Dr,0,4,"505 Oleander Dr, Darlington South Carolina",34.32437989,-79.8631243
1248,903,2072896,23-Jul-21,California,San Rafael,842 4th St,2,4,"842 4th St, San Rafael California",37.9730409,-122.5248093
1249,904,2071343,22-Jul-21,Texas,Houston,9717 N Houston Rosslyn Rd,1,5,"9717 N Houston Rosslyn Rd, Houston Texas",29.88117531,-95.49435775
1250,905,2070329,21-Jul-21,Illinois,Chicago,1400  S Ridgeway Ave,0,5,"1400  S Ridgeway Ave, Chicago Illinois",41.861576,-87.71905
1251,906,2070310,21-Jul-21,Illinois,Chicago,3300  W Douglas Blvd,2,3,"3300  W Douglas Blvd, Chicago Illinois",41.8631682,-87.70817706
1252,907,2067728,19-Jul-21,New Jersey,Perth Amboy,417 Fayette St,0,6,"417 Fayette St, Perth Amboy New Jersey",40.51383722,-74.28003711
1253,908,2068061,19-Jul-21,Illinois,Chicago,3308 W Flournoy St,0,4,"3308 W Flournoy St, Chicago Illinois",41.87283186,-87.70865759
1254,909,2066335,18-Jul-21,Ohio,Toledo,5205 Telegraph Rd,1,3,"5205 Telegraph Rd, Toledo Ohio",41.71099,-83.5466095
1255,910,2067135,18-Jul-21,Florida,Gainesville,1634 NE 8th Ave,1,4,"1634 NE 8th Ave, Gainesville Florida",29.65930142,-82.30367174
1256,911,2066680,18-Jul-21,North Carolina,Burlington,421 N Church St,0,4,"421 N Church St, Burlington North Carolina",36.09929497,-79.43281776
1257,912,2066905,18-Jul-21,Arizona,Tucson,1575 E 36th St,4,3,"1575 E 36th St, Tucson Arizona",32.1899487,-110.9156006
1258,913,2067290,18-Jul-21,Texas,Houston,3421 Antoine Dr,3,2,"3421 Antoine Dr, Houston Texas",29.8093078,-95.4752603
1259,914,2065252,17-Jul-21,Oregon,Portland,300  SW 3rd Ave,1,6,"300  SW 3rd Ave, Portland Oregon",45.520775,-122.674046
1260,915,2066189,17-Jul-21,Illinois,Chicago,5006 W Ohio St,0,6,"5006 W Ohio St, Chicago Illinois",41.89153955,-87.75093246
1261,916,2064260,16-Jul-21,New Hampshire,Manchester,I 293 and Brown Ave,0,4,"I 293 and Brown Ave, Manchester New Hampshire",42.975896,-71.463047
1262,917,2066249,16-Jul-21,South Carolina,Greenville,840 Mauldin Rd,1,3,"840 Mauldin Rd, Greenville South Carolina",34.78158935,-82.35129044
1263,918,2065118,16-Jul-21,Illinois,Chicago,647 N Lockwood Ave,1,4,"647 N Lockwood Ave, Chicago Illinois",41.8925779,-87.75770146
1264,919,2065009,16-Jul-21,Pennsylvania,Philadelphia,2700  Ruby Terr,1,4,"2700  Ruby Terr, Philadelphia Pennsylvania",39.93259,-75.214564
1265,920,2063495,15-Jul-21,Texas,Levelland,1105 10th St,1,5,"1105 10th St, Levelland Texas",33.58321961,-102.3805667
1266,921,2065533,15-Jul-21,Massachusetts,Boston,265 Centre St,0,4,"265 Centre St, Boston Massachusetts",42.32317595,-71.10069353
1267,922,2063897,15-Jul-21,Missouri,Lake Ozark,1312 Bagnell Dam Blvd,1,4,"1312 Bagnell Dam Blvd, Lake Ozark Missouri",38.1954873,-92.6424991
1268,923,2062097,14-Jul-21,Illinois,Chicago,4600  W Monroe St,0,5,"4600  W Monroe St, Chicago Illinois",41.879383,-87.740739
1269,924,2062359,14-Jul-21,Illinois,Chicago,1533 W 79th St,0,5,"1533 W 79th St, Chicago Illinois",41.75013705,-87.66242398
1270,925,2063394,14-Jul-21,Delaware,Claymont,50  Balfour Ave,2,2,"50  Balfour Ave, Claymont Delaware",39.81011415,-75.44989245
1271,926,2060865,13-Jul-21,Indiana,Indianapolis,4200  Arborcrest Dr,0,4,"4200  Arborcrest Dr, Indianapolis Indiana",39.833398,-86.022896
1272,927,2060949,13-Jul-21,Michigan,Detroit,9855 Chalmers St,1,6,"9855 Chalmers St, Detroit Michigan",42.41171308,-82.96910339
1273,928,2060706,12-Jul-21,Pennsylvania,Beaver Falls,900 9th St,2,3,"900 9th St, Beaver Falls Pennsylvania",40.750114,-80.322396
1274,929,2058950,10-Jul-21,Massachusetts,Boston,34 Cameron St,0,4,"34 Cameron St, Boston Massachusetts",42.31038283,-71.06380574
1275,930,2058837,10-Jul-21,Ohio,Springfield,405 S Burnett Rd,1,3,"405 S Burnett Rd, Springfield Ohio",39.91651263,-83.77037287
1276,931,2058421,9-Jul-21,California,Los Angeles,7114 W Manchester Ave,0,4,"7114 W Manchester Ave, Los Angeles California",33.9599591,-118.3147694
1277,932,2053500,5-Jul-21,California,Santa Rosa,1500  Beachwood Dr,1,3,"1500  Beachwood Dr, Santa Rosa California",38.422662,-122.720526
1278,933,2055252,5-Jul-21,New York,Buffalo,50  Donovan Dr,1,3,"50  Donovan Dr, Buffalo New York",42.91371743,-78.82853105
1279,934,2053048,5-Jul-21,Illinois,Chicago,6108 S Wabash Ave,2,4,"6108 S Wabash Ave, Chicago Illinois",41.7833777,-87.62444709
1280,935,2054132,4-Jul-21,Illinois,Peoria,600  Haungs Ave,1,3,"600  Haungs Ave, Peoria Illinois",40.71409842,-89.56401029
1281,936,2053508,4-Jul-21,Nevada,North Las Vegas,1200  W Helen Ave,2,7,"1200  W Helen Ave, North Las Vegas Nevada",36.204683,-115.157441
1282,937,2052342,4-Jul-21,Nebraska,Omaha,2311 N 24th St,1,4,"2311 N 24th St, Omaha Nebraska",41.27996533,-95.94691517
1283,938,2052689,4-Jul-21,Illinois,Danville,12 S College St,0,4,"12 S College St, Danville Illinois",40.12417679,-87.625447
1284,939,2053346,4-Jul-21,Texas,Dallas,8200  Towns St,3,3,"8200  Towns St, Dallas Texas",32.916699,-96.761767
1285,940,2053365,4-Jul-21,Texas,Dallas,3700 Dixon Ave,0,5,"3700 Dixon Ave, Dallas Texas",32.7618336,-96.73688546
1286,941,2052353,4-Jul-21,Texas,Fort Worth,3400  Horne St,0,8,"3400  Horne St, Fort Worth Texas",32.727247,-97.408066
1287,942,2053563,4-Jul-21,Illinois,Rantoul,400  S Maplewood Dr,0,5,"400  S Maplewood Dr, Rantoul Illinois",40.308632,-88.13659
1288,943,2052058,3-Jul-21,North Carolina,Chadbourn,Broadway Rd,3,1,"Broadway Rd, Chadbourn North Carolina",34.311808,-78.847873
1289,944,2051763,3-Jul-21,Pennsylvania,Lancaster,50  W Orange St,0,4,"50  W Orange St, Lancaster Pennsylvania",40.14634396,-76.6011291
1290,945,2052471,3-Jul-21,Georgia,Swainsboro,229 S Main St,1,3,"229 S Main St, Swainsboro Georgia",32.59527786,-82.33245514
1291,946,2052346,3-Jul-21,Illinois,Chicago,1000  W 89th St,0,4,"1000  W 89th St, Chicago Illinois",41.732537,-87.648556
1292,947,2050836,2-Jul-21,Virginia,Norfolk,923 Madison Ave,0,4,"923 Madison Ave, Norfolk Virginia",36.85093,-76.264902
1293,948,2051190,2-Jul-21,Pennsylvania,Philadelphia,7700  Ogontz Ave,1,4,"7700  Ogontz Ave, Philadelphia Pennsylvania",40.0708781,-75.1576859
1294,949,2050972,2-Jul-21,Illinois,Champaign,704 N Hickory St,1,4,"704 N Hickory St, Champaign Illinois",40.12235276,-88.24260506
1295,950,2050593,1-Jul-21,Illinois,Chicago,6500  S Halsted St,0,7,"6500  S Halsted St, Chicago Illinois",41.8514189,-87.6464536
1296,951,2050151,1-Jul-21,South Carolina,Spartanburg,225 Amelia St,2,4,"225 Amelia St, Spartanburg South Carolina",34.962914,-81.95021441
1297,952,2050353,1-Jul-21,Virginia,Chesapeake,1200  Seaboard Ave,2,2,"1200  Seaboard Ave, Chesapeake Virginia",36.815887,-76.270927
1298,953,2049419,30-Jun-21,Illinois,Chicago,2200  S Millard Ave,0,4,"2200  S Millard Ave, Chicago Illinois",41.851524,-87.716325
1299,954,2049907,30-Jun-21,Louisiana,Marrero,6500  Lapalco Blvd,0,4,"6500  Lapalco Blvd, Marrero Louisiana",29.87658062,-90.11891607
1300,955,2050167,30-Jun-21,Delaware,Dover,100  S New St,1,3,"100  S New St, Dover Delaware",39.158215,-75.528611
1301,956,2049845,30-Jun-21,Texas,Houston,12101 Fondren Rd,3,1,"12101 Fondren Rd, Houston Texas",29.6560782,-95.5083596
1302,957,2046714,27-Jun-21,Illinois,Chicago,2000  E 71st St,1,5,"2000  E 71st St, Chicago Illinois",41.7664771,-87.57593308
1303,958,2046574,27-Jun-21,Illinois,Saint Charles,2051 Lincoln Hwy,1,3,"2051 Lincoln Hwy, Saint Charles Illinois",41.90020891,-88.33586742
1304,959,2046897,27-Jun-21,Illinois,Chicago,6300  South Artesian Ave,1,10,"6300  South Artesian Ave, Chicago Illinois",41.779116,-87.684969
1305,960,2047170,27-Jun-21,Tennessee,Memphis,2500  Dunn Ave,3,1,"2500  Dunn Ave, Memphis Tennessee",35.091361,-89.976964
1306,961,2047726,27-Jun-21,North Carolina,Greensboro,801 Province Spring Cir,0,4,"801 Province Spring Cir, Greensboro North Carolina",36.06635433,-79.80110261
1307,962,2046781,26-Jun-21,Texas,Houston,4902 Laura Koppe Rd,1,3,"4902 Laura Koppe Rd, Houston Texas",29.84045222,-95.31878469
1308,963,2047787,26-Jun-21,Alabama,Fort Deposit,Forest Dr,1,3,"Forest Dr, Fort Deposit Alabama",31.9891422,-86.5773394
1309,964,2045043,25-Jun-21,Ohio,Columbus,I-670 and Neil Ave,0,4,"I-670 and Neil Ave, Columbus Ohio",39.9851973,-83.0126614
1310,965,2045564,25-Jun-21,Illinois,Chicago,7000  S Indiana Ave,0,4,"7000  S Indiana Ave, Chicago Illinois",41.76731,-87.620269
1311,966,2044733,24-Jun-21,Florida,Gainesville,4701 NW 6th St,1,4,"4701 NW 6th St, Gainesville Florida",29.69833046,-82.33794441
1312,967,2043834,23-Jun-21,Alabama,Montgomery,100  Rotary St,2,2,"100  Rotary St, Montgomery Alabama",32.41948,-86.282663
1313,968,2043465,23-Jun-21,New York,Buffalo,114 Hickory St,0,4,"114 Hickory St, Buffalo New York",42.88218554,-78.85932411
1314,969,2043898,23-Jun-21,Illinois,Chicago,4900  W Hubbard St,0,4,"4900  W Hubbard St, Chicago Illinois",41.8888487,-87.74824119
1315,970,2043715,23-Jun-21,Illinois,Chicago,7000  S Vincennes Ave,0,4,"7000  S Vincennes Ave, Chicago Illinois",41.6979977,-87.6592612
1316,971,2041726,21-Jun-21,Missouri,Saint Louis,4002 Sullivan Ave,3,4,"4002 Sullivan Ave, Saint Louis Missouri",38.66181164,-90.227349
1317,972,2041555,21-Jun-21,District of Columbia,Washington,300  50th St NE,0,4,"300  50th St NE, Washington District of Columbia",38.8937872,-76.9301904
1318,973,2040643,20-Jun-21,Virginia,Richmond,200  Crane St,1,3,"200  Crane St, Richmond Virginia",37.535569,-77.427239
1319,974,2041297,20-Jun-21,California,Richmond,2108 Dunn Ave,3,5,"2108 Dunn Ave, Richmond California",37.94875189,-122.3491152
1320,975,2040265,20-Jun-21,Colorado,Aurora,12455 E Mississippi Ave,1,4,"12455 E Mississippi Ave, Aurora Colorado",39.6966747,-104.8186094
1321,976,2040374,20-Jun-21,Texas,Dallas,4619 E. R L Thornton Freeway,0,8,"4619 E. R L Thornton Freeway, Dallas Texas",32.79094235,-96.76198287
1322,977,2040243,20-Jun-21,Indiana,Granger,7321 Heritage Square Dr,1,4,"7321 Heritage Square Dr, Granger Indiana",41.7265514,-86.1772633
1323,978,2040991,20-Jun-21,New Jersey,Atlantic City,1700  Atlantic Ave,1,3,"1700  Atlantic Ave, Atlantic City New Jersey",39.360464,-74.431963
1324,979,2040732,20-Jun-21,Ohio,Cincinnati,3000  Borden St,1,3,"3000  Borden St, Cincinnati Ohio",39.1542687,-84.5485018
1325,980,2039346,19-Jun-21,Louisiana,Baton Rouge,7132 Florida Blvd,2,4,"7132 Florida Blvd, Baton Rouge Louisiana",30.4561834,-91.0744703
1326,981,2040013,19-Jun-21,New Jersey,Newark,525 Elizabeth Ave,0,4,"525 Elizabeth Ave, Newark New Jersey",40.70849562,-74.20153369
1327,982,2039964,19-Jun-21,California,Oakland,2200  Lakeshore Ave,1,7,"2200  Lakeshore Ave, Oakland California",37.805298,-122.250355
1328,983,2037887,17-Jun-21,North Carolina,Durham,1600  Holloway St,2,2,"1600  Holloway St, Durham North Carolina",35.9936387,-78.87373694
1329,984,2038622,17-Jun-21,Ohio,Cincinnati,3056 Mathers St,1,3,"3056 Mathers St, Cincinnati Ohio",39.13654947,-84.48598471
1330,985,2036635,16-Jun-21,Maryland,Baltimore,2100  West Lexington St,1,5,"2100  West Lexington St, Baltimore Maryland",39.2905613,-76.6504316
1331,986,2035313,15-Jun-21,Alabama,Albertville,956 Industrial Blvd,3,2,"956 Industrial Blvd, Albertville Alabama",34.23682102,-86.18754192
1332,987,2035452,15-Jun-21,Illinois,Chicago,6221 S Morgan St,5,3,"6221 S Morgan St, Chicago Illinois",41.78084045,-87.64938372
1333,988,2035733,14-Jun-21,Georgia,Columbus,3400 8th Ave,2,2,"3400 8th Ave, Columbus Georgia",32.495622,-84.982596
1334,989,2034470,14-Jun-21,Florida,Boynton Beach,I-95,1,3,"I-95, Boynton Beach Florida",26.5035542,-80.0771621
1335,990,2034408,14-Jun-21,Michigan,Lansing,300  N Cedar St,2,2,"300  N Cedar St, Lansing Michigan",42.733741,-84.54647
