index,Incident ID,State,City Or County,Street Address,Killed,Injured,Full_Address,Latitude,Longitude,Date,Year
338,1910619,Nevada,Las Vegas,W Wilson Ave and H St,0,5,"W Wilson Ave and H St, Las Vegas Nevada",36.1781985,-115.151847,Jan 24,2021
339,1909849,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,"217 E Martin Luther King Jr Blvd, Covington Kentucky",39.0781504,-84.5045143,Jan 22,2021
340,1908542,California,Oakland,107th Ave and Apricot St,1,3,"107th Ave and Apricot St, Oakland California",37.7351411,-122.1720888,Jan 21,2021
341,1897878,Texas,Houston,5828 Martin Luther King Blvd,1,3,"5828 Martin Luther King Blvd, Houston Texas",29.6963386,-95.3378041,Jan 9,2021
342,1896252,Virginia,Manassas,10010 Ellis Rd,3,3,"10010 Ellis Rd, Manassas Virginia",38.7374352,-77.4286459,Jan 6,2021
343,1894979,Florida,Tampa,1225 S 78th St,0,5,"1225 S 78th St, Tampa Florida",27.9367999,-82.3690376,Jan 4,2021
344,1894941,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,"1828 NW 38th Ave, Fort Lauderdale (Lauderhill) Florida",26.1488122,-80.1995457,Jan 4,2021
345,1893953,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,"NE 181st Ave and NE San Rafael St, Gresham Oregon",45.5371044,-122.4772596,Jan 3,2021
0,1582816,Illinois,Danville,1803  Westview Ave,0,5,"1803  Westview Ave, Danville Illinois",40.15553011,-87.61471509,Dec 29,2019
1,1582197,New York,Buffalo,50  Henrietta Ave,1,3,"50  Henrietta Ave, Buffalo New York",42.95632061,-78.8993479,Dec 29,2019
2,1583444,California,Ceres,800  Allacante Dr,0,5,"800  Allacante Dr, Ceres California",37.590897,-120.981631,Dec 29,2019
3,1581590,California,Modesto,1900  Vernon Ave,1,3,"1900  Vernon Ave, Modesto California",37.61447493,-121.0279217,Dec 27,2019
4,1581103,Texas,Houston,500  Smart St,2,7,"500  Smart St, Houston Texas",29.95991275,-95.56226793,Dec 27,2019
5,1580308,Florida,Saint Petersburg,4300 6th St S,0,5,"4300 6th St S, Saint Petersburg Florida",27.72960872,-82.6405986,Dec 26,2019
6,1579889,California,Oakland,2100  34th Ave,0,4,"2100  34th Ave, Oakland California",37.78370129,-122.2196191,Dec 25,2019
7,1579970,Iowa,Coralville,954 Boston Way,1,3,"954 Boston Way, Coralville Iowa",41.68764192,-91.59938873,Dec 25,2019
8,1579856,Virginia,Richmond,1800 E Main St,1,3,"1800 E Main St, Richmond Virginia",37.532898,-77.427455,Dec 25,2019
9,1579266,Louisiana,New Orleans,6400  General Meyer Ave,0,4,"6400  General Meyer Ave, New Orleans Louisiana",29.9239098,-89.9842771,Dec 24,2019
10,1594317,Illinois,Joliet,1200  Cutter Ave,0,5,"1200  Cutter Ave, Joliet Illinois",41.546468,-88.053247,Dec 24,2019
11,1579220,North Carolina,High Point,1226 Montlieu Ave,0,6,"1226 Montlieu Ave, High Point North Carolina",35.979168,-79.980115,Dec 24,2019
12,1577577,Maryland,Baltimore,225 Park Ave,0,7,"225 Park Ave, Baltimore Maryland",39.29255215,-76.61785911,Dec 22,2019
13,1577518,Illinois,Chicago,5700  S May St,0,13,"5700  S May St, Chicago Illinois",41.7903938,-87.65389314,Dec 22,2019
14,1578711,Louisiana,Edgard,2555 LA-18,0,4,"2555 LA-18, Edgard Louisiana",30.04650745,-90.58454701,Dec 21,2019
15,1577046,Mississippi,Waynesboro,Turner St,1,6,"Turner St, Waynesboro Mississippi",31.6646003,-88.6420331,Dec 20,2019
16,1577438,Alabama,Tuskegee,2900  Davison St,2,2,"2900  Davison St, Tuskegee Alabama",32.399309,-85.720013,Dec 20,2019
17,1575175,Texas,San Antonio,2418 SW Military Dr,0,4,"2418 SW Military Dr, San Antonio Texas",29.35655729,-98.53322397,Dec 18,2019
18,1573754,Montana,Great Falls,1701 10th Ave S,4,1,"1701 10th Ave S, Great Falls Montana",47.49402993,-111.2780739,Dec 17,2019
19,1572275,Georgia,Columbus,600  32nd St,1,4,"600  32nd St, Columbus Georgia",32.493986,-84.984949,Dec 15,2019
20,1573471,California,Ivanhoe,15700  Paradise Ave,0,4,"15700  Paradise Ave, Ivanhoe California",36.381905,-119.220453,Dec 14,2019
21,1571348,Missouri,Saint Louis (Moline Acres),9900  Lewis and Clark Blvd,1,3,"9900  Lewis and Clark Blvd, Saint Louis (Moline Acres) Missouri",38.747073,-90.239697,Dec 12,2019
22,1568230,New Jersey,Jersey City,223 Martin Luther King Dr,6,3,"223 Martin Luther King Dr, Jersey City New Jersey",40.7147116,-74.0754342,Dec 10,2019
23,1567932,Texas,Desoto,200  W Wintergreen Rd,2,3,"200  W Wintergreen Rd, Desoto Texas",32.618494,-96.858505,Dec 8,2019
24,1567231,Louisiana,New Orleans,3801 Washington Ave,1,4,"3801 Washington Ave, New Orleans Louisiana",29.9488906,-90.09905118,Dec 8,2019
25,1565216,Florida,Pensacola,280 Taylor Rd,4,8,"280 Taylor Rd, Pensacola Florida",30.4780499,-87.1947105,Dec 6,2019
26,1564524,Alabama,Montgomery,500 Eastdale Rd S,2,2,"500 Eastdale Rd S, Montgomery Alabama",32.376413,-86.204633,Dec 4,2019
27,1562043,Louisiana,Cotton Valley,116 Hawthorne Loop,2,3,"116 Hawthorne Loop, Cotton Valley Louisiana",32.81310591,-93.42970458,Dec 1,2019
28,1561966,Louisiana,New Orleans,2000  N Dorgenois St,2,2,"2000  N Dorgenois St, New Orleans Louisiana",29.98224,-90.064844,Dec 1,2019
29,1561813,Illinois,Aurora,700  S 5th St,1,4,"700  S 5th St, Aurora Illinois",41.742544,-88.312058,Dec 1,2019
30,1561734,Louisiana,New Orleans,700  Canal St,0,12,"700  Canal St, New Orleans Louisiana",29.9530497,-90.0694014,Dec 1,2019
31,1560645,Texas,Amarillo,2650 Dumas Dr,0,7,"2650 Dumas Dr, Amarillo Texas",35.24087694,-101.8308763,Nov 29,2019
32,1557006,Alabama,Birmingham,7 15th St W,1,4,"7 15th St W, Birmingham Alabama",33.499027,-86.861075,Nov 24,2019
33,1556633,California,Los Angeles,100  E 11th St,0,6,"100  E 11th St, Los Angeles California",34.038948,-118.25808,Nov 24,2019
34,1556984,Louisiana,Cottonport,3846 LA-29,2,2,"3846 LA-29, Cottonport Louisiana",30.99259187,-92.08018617,Nov 24,2019
35,1555879,California,Los Angeles,833 S Spring St,0,4,"833 S Spring St, Los Angeles California",34.0423785,-118.2544884,Nov 23,2019
36,1556002,Louisiana,Tallulah,Depot St,1,6,"Depot St, Tallulah Louisiana",32.4072437,-91.187437,Nov 23,2019
37,1555135,California,Long Beach,1100  10th St,0,5,"1100  10th St, Long Beach California",33.77888,-118.178911,Nov 21,2019
38,1554807,Washington,Everett,120 West Casino Rd,0,4,"120 West Casino Rd, Everett Washington",47.92180774,-122.2344618,Nov 21,2019
39,1552068,New Jersey,Newark,139 S 8th St,1,4,"139 S 8th St, Newark New Jersey",40.74573443,-74.19613157,Nov 18,2019
40,1551531,California,Fresno,5361 E Lamona Ave,4,6,"5361 E Lamona Ave, Fresno California",36.7607744,-119.7152653,Nov 17,2019
41,1551162,Ohio,Cleveland,7100  Lawn Ave,0,4,"7100  Lawn Ave, Cleveland Ohio",41.47606196,-81.7336786,Nov 17,2019
42,1550546,California,San Diego,2152 Flintridge Dr,6,0,"2152 Flintridge Dr, San Diego California",32.677611,-117.069088,Nov 16,2019
43,1548689,California,Santa Clarita,21900 Centurion Way,3,3,"21900 Centurion Way, Santa Clarita California",34.443057,-118.517993,Nov 14,2019
44,1547021,Florida,Belle Glade,SW 7th St,0,4,"SW 7th St, Belle Glade Florida",26.680364,-80.67608,Nov 11,2019
45,1546102,Missouri,Kansas City,4704 Independence Ave,0,4,"4704 Independence Ave, Kansas City Missouri",39.1055759,-94.52704771,Nov 10,2019
46,1546038,Tennessee,Memphis,2080 E. Brooks Rd,1,4,"2080 E. Brooks Rd, Memphis Tennessee",35.060725,-89.993934,Nov 10,2019
47,1546155,Arkansas,Little Rock,3000  W 12th St,0,4,"3000  W 12th St, Little Rock Arkansas",34.740044,-92.307069,Nov 10,2019
48,1545955,Michigan,Detroit,3800  E McNichols Rd,0,4,"3800  E McNichols Rd, Detroit Michigan",42.418576,-83.06344,Nov 9,2019
49,1546508,Georgia,Vidalia,Wiggins St,0,4,"Wiggins St, Vidalia Georgia",32.227936,-82.40839,Nov 9,2019
50,1545027,North Carolina,Raleigh,503 Bragg St,1,3,"503 Bragg St, Raleigh North Carolina",35.765796,-78.632536,Nov 8,2019
51,1541774,Texas,Houston,5000  Northridge Dr,1,4,"5000  Northridge Dr, Houston Texas",29.671295,-95.348409,Nov 4,2019
52,1540863,Ohio,Toledo,600  Magnolia St,0,4,"600  Magnolia St, Toledo Ohio",41.661972,-83.521434,Nov 3,2019
53,1540280,Louisiana,Baton Rouge,137 Taylor St,0,4,"137 Taylor St, Baton Rouge Louisiana",30.42617728,-91.18090537,Nov 2,2019
54,1540240,Michigan,Detroit,7000  E. Kirby,1,4,"7000  E. Kirby, Detroit Michigan",42.3607919,-83.06548263,Nov 2,2019
55,1539557,Texas,San Angelo,1616 S Chadbourne St,0,4,"1616 S Chadbourne St, San Angelo Texas",31.44461896,-100.4345332,Nov 1,2019
56,1539347,California,Orinda,114 Lucille Way,5,3,"114 Lucille Way, Orinda California",37.8723356,-122.1840962,Oct 31,2019
57,1537992,Pennsylvania,Philadelphia,5026 Walton Ave,4,0,"5026 Walton Ave, Philadelphia Pennsylvania",39.94920312,-75.22368935,Oct 30,2019
58,1537044,Maryland,Baltimore,4700  Liberty Heights Ave,1,3,"4700  Liberty Heights Ave, Baltimore Maryland",39.33167295,-76.69577977,Oct 29,2019
59,1537672,California,Long Beach,2709 E 7th St,3,9,"2709 E 7th St, Long Beach California",33.7741317,-118.1071982,Oct 29,2019
60,1536787,Maryland,Baltimore,4160 Pimlico Rd,1,3,"4160 Pimlico Rd, Baltimore Maryland",39.33723375,-76.66307817,Oct 28,2019
61,1535478,Texas,Greenville,2275 US-380,2,6,"2275 US-380, Greenville Texas",33.1403476,-96.1469706,Oct 26,2019
62,1534704,Oklahoma,Oklahoma City,1900  NW 12th St,2,2,"1900  NW 12th St, Oklahoma City Oklahoma",35.481614,-97.543448,Oct 24,2019
63,1531326,South Carolina,Sumter,29 Wesmark Blvd,0,4,"29 Wesmark Blvd, Sumter South Carolina",33.95227171,-80.37635719,Oct 21,2019
64,1530965,Texas,Port Arthur,1100  Vicksburg Ave,1,3,"1100  Vicksburg Ave, Port Arthur Texas",29.886437,-93.931533,Oct 20,2019
65,1530407,Pennsylvania,Duquesne,600  Priscilla Ave,0,4,"600  Priscilla Ave, Duquesne Pennsylvania",40.368155,-79.849579,Oct 19,2019
66,1530276,Texas,El Paso,3812 Truman Ave,1,4,"3812 Truman Ave, El Paso Texas",31.8190499,-106.4473874,Oct 19,2019
67,1527528,Ohio,Columbus,1600  Manchester Ave,0,4,"1600  Manchester Ave, Columbus Ohio",40.02198973,-82.96854411,Oct 15,2019
68,1526952,Ohio,Akron,Main St,0,4,"Main St, Akron Ohio",41.0650263,-81.51927046,Oct 13,2019
69,1525062,New York,Brooklyn,75 Utica Ave,4,3,"75 Utica Ave, Brooklyn New York",40.67637455,-73.93019245,Oct 12,2019
70,1525476,Illinois,Chicago,6733 W Irving Park Rd,5,0,"6733 W Irving Park Rd, Chicago Illinois",41.95247805,-87.795137,Oct 12,2019
71,1525408,Pennsylvania,Philadelphia,700  W Russell St,1,3,"700  W Russell St, Philadelphia Pennsylvania",40.003625,-75.141578,Oct 12,2019
72,1525628,Maryland,Baltimore,800  W Lexington St,1,3,"800  W Lexington St, Baltimore Maryland",39.2910158,-76.6331812,Oct 12,2019
73,1525265,Michigan,Eastpointe,15163 E 10 Mile Rd,1,5,"15163 E 10 Mile Rd, Eastpointe Michigan",42.479624,-82.964476,Oct 12,2019
74,1524264,Pennsylvania,Philadelphia,900  S 5th St,0,5,"900  S 5th St, Philadelphia Pennsylvania",39.937224,-75.151892,Oct 10,2019
75,1522979,Massachusetts,Lowell,149 Ennell Street,0,5,"149 Ennell Street, Lowell Massachusetts",42.65734545,-71.3091743,Oct 9,2019
76,1523204,Maryland,Baltimore,1600  W North Ave,1,3,"1600  W North Ave, Baltimore Maryland",39.3102265,-76.6434237,Oct 9,2019
77,1521226,Massachusetts,Abington,135 Centre Ave,5,0,"135 Centre Ave, Abington Massachusetts",42.10659025,-70.93858897,Oct 7,2019
78,1520425,Indiana,Evansville,1127 Chestnut St,0,5,"1127 Chestnut St, Evansville Indiana",37.97305623,-87.56096153,Oct 6,2019
79,1520330,Kansas,Kansas City,1013 Central Ave,4,5,"1013 Central Ave, Kansas City Kansas",39.1009854,-94.6361288,Oct 6,2019
80,1520547,Missouri,Saint Louis,10035 Crown Point Dr,0,5,"10035 Crown Point Dr, Saint Louis Missouri",38.7508712,-90.260806,Oct 5,2019
81,1519090,North Carolina,Roxboro,700 South Foushee St,1,3,"700 South Foushee St, Roxboro North Carolina",36.382044,-78.985398,Oct 3,2019
82,1518859,Missouri,Marshall,S Olson Ave,1,3,"S Olson Ave, Marshall Missouri",39.1128559,-93.1932848,Oct 3,2019
83,1515242,Wisconsin,Milwaukee,1500  N 29th St,0,4,"1500  N 29th St, Milwaukee Wisconsin",43.050185,-87.949894,Sep 29,2019
84,1515128,Florida,Jacksonville,2200  Clemente Dr,0,4,"2200  Clemente Dr, Jacksonville Florida",30.324755,-81.68903,Sep 29,2019
85,1515327,Texas,Beaumont,4100  Highland Ave,4,0,"4100  Highland Ave, Beaumont Texas",30.046732,-94.085528,Sep 29,2019
86,1511999,Illinois,Chicago,2000  South Hoyne Ave,1,3,"2000  South Hoyne Ave, Chicago Illinois",41.854771,-87.678475,Sep 24,2019
87,1510411,Indiana,Gary,1600  Connecticut St,2,2,"1600  Connecticut St, Gary Indiana",41.586805,-87.334522,Sep 23,2019
88,1509721,Missouri,Kansas City,2111 Television Plaza,0,5,"2111 Television Plaza, Kansas City Missouri",39.08385045,-94.4816187,Sep 22,2019
89,1508804,South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,"1399 Old Charlotte Rd, Lancaster South Carolina",34.741959,-80.777907,Sep 21,2019
90,1509510,Indiana,Indianapolis,101 W Maryland St,0,6,"101 W Maryland St, Indianapolis Indiana",39.765601,-86.160105,Sep 21,2019
91,1512486,Ohio,Cleveland,3616 East 144th St,4,0,"3616 East 144th St, Cleveland Ohio",41.461159,-81.581445,Sep 21,2019
92,1507939,District of Columbia,Washington,1300  Columbia Rd NW,1,5,"1300  Columbia Rd NW, Washington District of Columbia",38.9274452,-77.03003222,Sep 19,2019
93,1507156,Illinois,Chicago,4200  W Madison St,3,1,"4200  W Madison St, Chicago Illinois",41.8809866,-87.73095226,Sep 18,2019
94,1505354,Wyoming,Cheyenne,3436 E 11th St,2,2,"3436 E 11th St, Cheyenne Wyoming",41.13557273,-104.7667601,Sep 16,2019
95,1504030,Missouri,Saint Louis,5200  Tennessee Ave,1,3,"5200  Tennessee Ave, Saint Louis Missouri",38.570828,-90.250767,Sep 14,2019
96,1504012,California,Oakland,38th Ave and MacArthur Blvd,1,4,"38th Ave and MacArthur Blvd, Oakland California",37.7908374,-122.198091,Sep 14,2019
97,1504387,Georgia,Lagrange,1400  Elm St,0,4,"1400  Elm St, Lagrange Georgia",33.017383,-85.042787,Sep 14,2019
98,1503207,New Mexico,Albuquerque,1919 Ladera Dr NW,1,4,"1919 Ladera Dr NW, Albuquerque New Mexico",35.10344663,-106.7324919,Sep 12,2019
99,1503192,New Mexico,Albuquerque,1028 Lura Pl SW,4,2,"1028 Lura Pl SW, Albuquerque New Mexico",35.06409355,-106.6842837,Sep 12,2019
100,1501350,Illinois,Chicago,2200  W Maypole Ave,0,4,"2200  W Maypole Ave, Chicago Illinois",41.883993,-87.681756,Sep 10,2019
101,1499460,South Carolina,Sumter,1083 Broad St,2,2,"1083 Broad St, Sumter South Carolina",33.95044346,-80.37618666,Sep 8,2019
102,1500098,Louisiana,Alexandria,2900  Cypress St,1,3,"2900  Cypress St, Alexandria Louisiana",31.2856856,-92.4439382,Sep 8,2019
103,1497180,Florida,Jacksonville,400 W 62nd St,0,4,"400 W 62nd St, Jacksonville Florida",30.384363,-81.659059,Sep 4,2019
104,1494697,North Carolina,Greensboro,5528 W Market St,2,2,"5528 W Market St, Greensboro North Carolina",36.0756862,-79.9120991,Sep 2,2019
105,1495141,Illinois,Chicago,6200  S King Dr,0,4,"6200  S King Dr, Chicago Illinois",41.709143,-87.6138244,Sep 2,2019
106,1495192,Alabama,Elkmont,25019 Ridge Road,5,0,"25019 Ridge Road, Elkmont Alabama",34.91975213,-86.96812657,Sep 2,2019
107,1494113,Connecticut,Hartford,80 Edgewood St,1,3,"80 Edgewood St, Hartford Connecticut",41.77954934,-72.69128949,Sep 1,2019
108,1494669,North Carolina,Rocky Mount,521 Country Club Road,0,4,"521 Country Club Road, Rocky Mount North Carolina",35.96717181,-77.82604132,Sep 1,2019
109,1494548,Alabama,Valley,502 Boulevard,0,7,"502 Boulevard, Valley Alabama",32.7945104,-85.1850864,Sep 1,2019
110,1493374,Ohio,Toledo,3257 Stickney Ave,0,4,"3257 Stickney Ave, Toledo Ohio",41.6827107,-83.52712725,Sep 1,2019
111,1492778,North Carolina,Charlotte,10035 Dabney Dr,1,3,"10035 Dabney Dr, Charlotte North Carolina",35.31171448,-80.71789183,Aug 31,2019
112,1492441,Texas,Odessa,8250 TX 191,8,23,"8250 TX 191, Odessa Texas",31.923482,-102.288585,Aug 31,2019
113,1492264,Pennsylvania,Philadelphia,4600  4th St,2,2,"4600  4th St, Philadelphia Pennsylvania",40.021012,-75.132089,Aug 31,2019
114,1493429,Maryland,Baltimore,900  N Monroe St,0,4,"900  N Monroe St, Baltimore Maryland",39.299089,-76.64774319,Aug 31,2019
115,1492297,Maryland,Frederick,600  N Market St,0,4,"600  N Market St, Frederick Maryland",39.421697,-77.409874,Aug 31,2019
116,1493038,Illinois,Chicago,7100  S Paulina St,2,3,"7100  S Paulina St, Chicago Illinois",41.7643,-87.66634,Aug 31,2019
117,1491495,Maryland,Baltimore,1600  E 29th St,1,3,"1600  E 29th St, Baltimore Maryland",39.3248153,-76.5928564,Aug 30,2019
118,1492087,Alabama,Mobile,1621 Virginia St,0,6,"1621 Virginia St, Mobile Alabama",30.67435983,-88.07331192,Aug 30,2019
119,1490466,Maryland,Baltimore,2500  E Monument St,1,3,"2500  E Monument St, Baltimore Maryland",39.298949,-76.582165,Aug 29,2019
120,1487729,New Mexico,Hobbs,1700  E Bond St,3,4,"1700  E Bond St, Hobbs New Mexico",32.70355761,-103.1164153,Aug 25,2019
121,1487573,Illinois,Chicago,8200  S Maryland Ave,1,3,"8200  S Maryland Ave, Chicago Illinois",41.745686,-87.60392,Aug 25,2019
122,1487224,Massachusetts,Lynn,Warren Street,1,3,"Warren Street, Lynn Massachusetts",42.4612775,-70.9601164,Aug 24,2019
123,1486232,Texas,Houston,4900  Southwind St,3,2,"4900  Southwind St, Houston Texas",29.67796809,-95.35040567,Aug 23,2019
124,1489373,Georgia,Dublin,200 Riverview Park Dr,0,4,"200 Riverview Park Dr, Dublin Georgia",32.518076,-82.898599,Aug 23,2019
125,1486675,Missouri,Saint Louis,1122 Union Blvd,1,3,"1122 Union Blvd, Saint Louis Missouri",38.658188,-90.272548,Aug 23,2019
126,1485340,South Carolina,Columbia,851 Bush River Rd,2,2,"851 Bush River Rd, Columbia South Carolina",34.03027297,-81.1008353,Aug 22,2019
127,1485548,California,Los Angeles,300  West Fifth St,0,4,"300  West Fifth St, Los Angeles California",34.0518393,-118.4140469,Aug 22,2019
128,1484335,Georgia,Atlanta,111 James P Brawley Dr SW,0,4,"111 James P Brawley Dr SW, Atlanta Georgia",33.7515384,-84.41355964,Aug 20,2019
129,1482199,Missouri,Kansas City,770 W 47th St,0,4,"770 W 47th St, Kansas City Missouri",39.04278205,-94.59566391,Aug 18,2019
130,1481989,Texas,Houston,12500  Mylla St,0,6,"12500  Mylla St, Houston Texas",29.762516,-95.215302,Aug 17,2019
131,1480326,Alabama,Montgomery,847 N University Dr,2,3,"847 N University Dr, Montgomery Alabama",32.371463,-86.187053,Aug 15,2019
132,1479894,Pennsylvania,Philadelphia,1400  W Conlyn St,0,5,"1400  W Conlyn St, Philadelphia Pennsylvania",40.041924,-75.144206,Aug 15,2019
133,1478869,Pennsylvania,Philadelphia,3716 N 15th St,0,6,"3716 N 15th St, Philadelphia Pennsylvania",40.00980371,-75.15291131,Aug 14,2019
134,1478480,Mississippi,Greenwood,200 Young St,0,4,"200 Young St, Greenwood Mississippi",33.519195,-90.174034,Aug 12,2019
135,1475924,Illinois,Chicago,3500  W Lake St,0,6,"3500  W Lake St, Chicago Illinois",41.8849162,-87.7136872,Aug 11,2019
136,1475361,Virginia,Richmond,6346 Midlothian Turnpike,0,4,"6346 Midlothian Turnpike, Richmond Virginia",37.5044843,-77.51480842,Aug 10,2019
137,1476271,California,San Francisco,1100 Fillmore St,0,4,"1100 Fillmore St, San Francisco California",37.7798311,-122.4317081,Aug 10,2019
138,1475208,Illinois,Chicago,7300  S Artesian Ave,0,4,"7300  S Artesian Ave, Chicago Illinois",41.7608977,-87.68464345,Aug 9,2019
139,1472641,Missouri,Saint Louis,4900  Plover Ave,3,1,"4900  Plover Ave, Saint Louis Missouri",38.695208,-90.256476,Aug 7,2019
140,1469344,New York,Brooklyn,216 Buffalo Ave,0,4,"216 Buffalo Ave, Brooklyn New York",40.67172995,-73.9255127,Aug 5,2019
141,1468190,Illinois,Chicago,1800 S Kildare Ave,1,7,"1800 S Kildare Ave, Chicago Illinois",41.856805,-87.73268,Aug 4,2019
142,1468799,Tennessee,Memphis,443 E Shelby Dr,1,3,"443 E Shelby Dr, Memphis Tennessee",35.02074733,-90.0489165,Aug 4,2019
143,1468091,Illinois,Chicago,2900  W Roosevelt Rd,0,7,"2900  W Roosevelt Rd, Chicago Illinois",41.8669802,-87.6614615,Aug 4,2019
144,1467828,Ohio,Dayton,419 E 5th St,10,17,"419 E 5th St, Dayton Ohio",39.7572779,-84.1844036,Aug 4,2019
145,1466705,Texas,El Paso,7101 Gateway Blvd,23,23,"7101 Gateway Blvd, El Paso Texas",29.5755935,-98.3354753,Aug 3,2019
146,1467157,Virginia,Suffolk,200  N Broad St,2,3,"200  N Broad St, Suffolk Virginia",36.731671,-76.593012,Aug 2,2019
147,1462317,Ohio,Columbus,1280 E Long St,0,5,"1280 E Long St, Columbus Ohio",39.96890416,-82.96724344,Jul 30,2019
148,1460630,Pennsylvania,Philadelphia,2600  Carroll St,1,5,"2600  Carroll St, Philadelphia Pennsylvania",39.917617,-75.233541,Jul 28,2019
149,1460448,California,Gilroy,7050 Miller Ave,4,17,"7050 Miller Ave, Gilroy California",36.99768975,-121.5854661,Jul 28,2019
150,1459941,District of Columbia,Washington,637 T St NW,0,4,"637 T St NW, Washington District of Columbia",38.9157192,-77.0213818,Jul 28,2019
151,1460726,Illinois,Chicago,3938 W Roosevelt Rd,0,4,"3938 W Roosevelt Rd, Chicago Illinois",41.8665863,-87.7245379,Jul 28,2019
152,1459389,Kansas,Wichita,505 N Rock Rd,1,3,"505 N Rock Rd, Wichita Kansas",37.69403223,-97.24464049,Jul 27,2019
153,1459718,New York,Brooklyn,1555 Linden Blvd,1,11,"1555 Linden Blvd, Brooklyn New York",40.65627315,-73.90271889,Jul 27,2019
154,1459201,Washington,Kennewick,E 10th Ave,1,3,"E 10th Ave, Kennewick Washington",46.1981609,-119.1110864,Jul 26,2019
155,1453327,Illinois,Chicago,3900  Roosevelt Rd,0,4,"3900  Roosevelt Rd, Chicago Illinois",41.86644785,-87.72294486,Jul 21,2019
156,1453884,District of Columbia,Washington,2300  15th St NE,0,4,"2300  15th St NE, Washington District of Columbia",38.9210498,-76.98265524,Jul 21,2019
157,1453350,Maryland,Baltimore,2800  Boarman Ave,1,3,"2800  Boarman Ave, Baltimore Maryland",39.3380494,-76.66786371,Jul 20,2019
158,1452654,Pennsylvania,Clairton,501 Waddell Ave,0,4,"501 Waddell Ave, Clairton Pennsylvania",40.2942909,-79.886323,Jul 20,2019
159,1452617,Illinois,Chicago,2401 N Lake Shore Dr,0,7,"2401 N Lake Shore Dr, Chicago Illinois",41.902162,-87.6243207,Jul 20,2019
160,1450767,Illinois,Chicago,3427 W Fulton Blvd,1,3,"3427 W Fulton Blvd, Chicago Illinois",41.8860294,-87.71226262,Jul 18,2019
161,1449602,Texas,San Antonio,6989 San Pedro Ave,0,4,"6989 San Pedro Ave, San Antonio Texas",29.50685345,-98.49936816,Jul 16,2019
162,1448578,Georgia,Atlanta,1572 Hardee St NE,0,4,"1572 Hardee St NE, Atlanta Georgia",33.7554917,-84.33616287,Jul 15,2019
163,1447456,Illinois,Chicago,4600  W Erie St,0,4,"4600  W Erie St, Chicago Illinois",41.89250675,-87.74154134,Jul 14,2019
164,1446611,Illinois,Chicago,7900  S Loomis Blvd,1,4,"7900  S Loomis Blvd, Chicago Illinois",41.749896,-87.658686,Jul 13,2019
165,1447057,Pennsylvania,Philadelphia,5433 Lansdowne Ave,0,7,"5433 Lansdowne Ave, Philadelphia Pennsylvania",39.977018,-75.231047,Jul 13,2019
166,1445066,Texas,Houston,5901 Royal Palms St,0,4,"5901 Royal Palms St, Houston Texas",29.697095,-95.331705,Jul 11,2019
167,1441396,Illinois,Chicago,5600  S Paulina St,0,4,"5600  S Paulina St, Chicago Illinois",41.7920571,-87.66727983,Jul 7,2019
168,1441296,Illinois,Chicago,600  W 61st Pl,0,4,"600  W 61st Pl, Chicago Illinois",41.782649,-87.640231,Jul 7,2019
169,1441317,New Mexico,Albuquerque,211 Gold Ave SW,0,4,"211 Gold Ave SW, Albuquerque New Mexico",35.08337002,-106.6496538,Jul 7,2019
170,1441427,California,San Jose,3036 Quinto Way,0,4,"3036 Quinto Way, San Jose California",37.2680284,-121.9141546,Jul 6,2019
171,1441721,Missouri,Saint Louis,1921 Chambers Rd,5,0,"1921 Chambers Rd, Saint Louis Missouri",38.7496985,-90.2638313,Jul 6,2019
172,1440510,Massachusetts,Boston,Maple St,0,6,"Maple St, Boston Massachusetts",42.254349,-71.122409,Jul 5,2019
173,1440879,Nevada,Reno,600  Spokane St,1,5,"600  Spokane St, Reno Nevada",39.534819,-119.800639,Jul 5,2019
174,1439593,Illinois,Chicago,1600  E 67th St,0,5,"1600  E 67th St, Chicago Illinois",41.773424,-87.58559,Jul 5,2019
175,1440765,Illinois,Rockford,1100  Preston St,0,4,"1100  Preston St, Rockford Illinois",42.271411,-89.106486,Jul 4,2019
176,1439737,California,Los Angeles,1900  Adair St,0,4,"1900  Adair St, Los Angeles California",34.027866,-118.258251,Jul 4,2019
177,1438971,Illinois,Chicago,800  N Homan Ave,1,3,"800  N Homan Ave, Chicago Illinois",41.895628,-87.71155,Jul 4,2019
178,1439765,California,Fresno,4700  E Hamilton Ave,1,3,"4700  E Hamilton Ave, Fresno California",36.724541,-119.740701,Jul 4,2019
179,1438602,Missouri,Saint Louis (Wellston),6250 Page Ave,0,4,"6250 Page Ave, Saint Louis (Wellston) Missouri",38.67147252,-90.29261576,Jul 2,2019
180,1437094,Maryland,Baltimore,1200  N Luzerne Ave,0,4,"1200  N Luzerne Ave, Baltimore Maryland",39.3049054,-76.58146991,Jul 1,2019
181,1435804,California,Oakland,3000  Brookdale Ave,0,4,"3000  Brookdale Ave, Oakland California",37.79235586,-122.2158401,Jun 30,2019
182,1436545,California,Yucaipa,12700  California St,0,5,"12700  California St, Yucaipa California",34.02301777,-117.038924,Jun 30,2019
